,text,major_principle,is_major_principle_here,ethical_us,correct
124,Only registered realtors shall be able to access the system.,privacy,True,"Title: Restrict Access to Authorized Personnel Only

Description: As a data privacy officer, I want to ensure that only registered realtors are able to access the system so that unauthorized access is prevented and personal data is protected.

Work: Implement secure authentication and authorization mechanisms to verify realtor registrations, and ensure that access logs are maintained to monitor access activities for compliance with privacy standards.",True
125,Every user of the system shall be authenticated and authorized.,privacy,True,"Title: Secure User Authentication and Authorization

Description: As a system administrator, I want to ensure every user of the system is authenticated and authorized so that their privacy and personal data are protected against unauthorized access.

Work: Implement a robust authentication and authorization mechanism that includes multi-factor authentication, role-based access control, and regular security audits to maintain high privacy standards.",True
126,The product shall prevent its data from incorrect data being introduced.,trust,True,"Title: Ensure Data Integrity for Trustworthiness

Description: As a data analyst, I want to ensure that only accurate and verified data is introduced into the system so that the integrity and trustworthiness of the data are maintained.

Work: Implement validation mechanisms and error-check protocols to prevent incorrect data entry, perform regular audits for data accuracy, and provide user training on data validation processes.",True
127,Only authorized users shall have access to students' personal information.,privacy,True,"Title: Secure Access to Personal Information

Description: As a school administrator, I want to ensure that only authorized users have access to students' personal information so that we can protect their privacy and comply with data protection regulations.

Work: Implement role-based access controls, conduct regular access audits, and ensure data encryption to safeguard student information from unauthorized access.",True
128,The system shall protect private information in accordance with the organization's information policy.,trust,True,"Title: Ensured Privacy Protection for Trustworthiness

Description: As a data subject, I want the system to protect my private information in accordance with the organization's information policy so that I can trust that my data is secure and handled responsibly.

Work: Review and implement the organization's information policy for data protection, regularly audit data handling processes, use encryption measures, ensure role-based access, and establish a mechanism for reporting data breaches promptly.",True
129,The system shall have basic data integrity checking to reduce the possibility of incorrect or invalid data being introduced.,responsibility,True,"Title: Ensure Data Integrity for Responsible Handling

Description: As a data analyst, I want to ensure data integrity checking is in place so that the data being processed and used is valid and accurate for responsible decision-making.

Work: Implement basic and effective data integrity validation mechanisms to identify and prevent incorrect or invalid data from entering the system, ensuring accountability and accuracy in data processing and reporting.",True
130,The system shall be built such that it is as secure as possible from malicious interference.,trust,True,"Title: Ensuring System Security Against Malicious Interference

Description: As an end-user, I want the system to be as secure as possible from malicious interference so that I can trust the technology to protect my data and function reliably.

Work: Implement robust security measures, including encryption and regular security audits, to safeguard the system against unauthorized access and ensure ongoing trustworthiness.",True
131,The product must comply with Sarbanes-Oxley.,responsibility,True,"Title: Ensuring Sarbanes-Oxley Compliance for Financial Integrity  
Description: As a compliance officer, I want to ensure that our product complies with Sarbanes-Oxley regulations so that we maintain accountability and integrity in our financial reporting.  
Work: Conduct a comprehensive audit of the product's financial reporting processes to ensure they meet Sarbanes-Oxley requirements, implement necessary changes to any compliance gaps, and establish ongoing monitoring to maintain adherence to these regulations.",True
132,The system shall prevent malicious attacks including denial of service.,trust,True,"Title: Safeguard User Data and System Integrity

Description: As a system user, I want to ensure the protection of my data and seamless service availability so that I can trust the system to function securely and effectively.

Work: Implement advanced security measures, including robust firewall configurations and anomaly detection algorithms, to prevent and mitigate malicious attacks such as denial of service.",True
133,The product shall conform to the Americans with Disabilities Act.,dignity,True,"Title: Ensure Access for All Users

Description: As a user with disabilities, I want to access and interact with the product seamlessly so that my inherent dignity and rights are respected and upheld.

Work: Audit the product for compliance with the Americans with Disabilities Act (ADA), implement necessary accessibility features, and conduct usability testing with individuals with disabilities to ensure full access and inclusion.",True
134,The product shall have the ability to receive automatic software updates as new threats emerge. 100% of customers will be able to receive automatic software updates transmitted to the installed product.,responsibility,True,"Title: Ensure Continuous Software Update Responsiveness

Description: As a responsible software developer, I want to facilitate automatic software updates for users so that their systems remain protected against emerging threats.

Work: Develop an automatic update mechanism that delivers software updates to all installed products, ensuring 100% of customers receive timely protection against new threats and certifying the transmission process is reliable and secure.",True
135,The System shall meet all applicable accounting standards. The final version of the System must successfully pass independent audit performed by a certified auditor.,transparency,True,"Title: Ensure Transparent Compliance with Accounting Standards

Description: As a financial auditor, I want to verify that the System meets all applicable accounting standards and has successfully passed an independent audit, so that stakeholders can have confidence in the accuracy and integrity of the financial information.

Work: Conduct a thorough evaluation of the System to ensure it adheres to all relevant accounting standards, collaborate with a certified auditor to facilitate an independent audit, and provide detailed reports to demonstrate compliance and transparency to stakeholders.",True
136,The System shall be able to automatically backup business data and restore them on demand.,non-maleficence,True,"Title: Secure Automated Data Backup and Recovery

Description: As a business manager, I want to ensure automatic data backup and reliable restoration on demand so that our business can prevent data loss and mitigate risks from potential harm.

Work: Implement a robust data backup system that regularly backs up data automatically and allows for quick and efficient restoration upon request, ensuring data integrity and security to prevent potential damages or losses.",True
137,"The website shall make its user aware of its information practices before collection data from them via a Privacy Policy, accessible on all pages of the website.",transparency,True,"Title: Accessible Privacy Practices Notification

Description: As a website user, I want to be aware of the website's information practices before any data collection takes place so that I can make informed decisions about my personal information.

Work: Create and implement a Privacy Policy that details the website's information practices. Ensure the Privacy Policy is easily accessible on all pages of the website, with clear and understandable language. Include links to the Privacy Policy on each page and provide users with a prominent notification about the policy before any data collection occurs. Test the accessibility and visibility of the Privacy Policy to confirm it meets transparency requirements.",True
138,The system shall notify customers of changes to its information policy.,transparency,True,"Title: Transparent Communication of Policy Changes

Description: As a customer, I want to be notified of changes to the information policy so that I can understand how my data is being used and make informed decisions.

Work: Ensure the system sends timely and clear notifications to all customers whenever there are changes to the information policy, including details about what has changed and how it affects them.",True
139,The system shall reveal private information only in compliance with the organizations information policy.,trust,True,"Title: Ensuring Confidential Information is Released Responsibly

Description: As a privacy-conscious user, I want the system to reveal private information only in compliance with the organization's information policy so that I can trust that my personal data is handled securely and responsibly.

Work: Review and implement the organization's information policy guidelines within the system, ensuring that all private information disclosures adhere strictly to these policies, and regularly audit the system's compliance with privacy standards to maintain user trust.",True
140,All credit card information will be encrypted in the database.,transparency,True,"Title: Ensure Transparency in Credit Card Data Encryption

Description: As a responsible organisation, I want to transparently encrypt all credit card information in the database so that customers can trust that their sensitive data is securely handled.

Work: Implement encryption protocols for all credit card data stored in the database, and provide clear documentation and communication to stakeholders on how data security and transparency are achieved and maintained.",True
141,Daily usage statistics should be logged  and accessible by the administrator.,transparency,True,"Title: Transparent Access to Daily Usage Statistics

Description: As an administrator, I want to access and understand daily usage statistics of the system so that I can provide clear insights and documentation about system operations and performance.

Work: Implement a logging system that records daily usage statistics in a transparent manner, ensuring the logs are comprehensive, easily understandable, and accessible to administrators. Provide documentation and user interface elements that facilitate the clear interpretation of this data.",True
142,For leads that process longer than 25 seconds the system will record the event and duration,transparency,True,"Title: Transparency in Processing Time Monitoring

Description: As a system administrator, I want to transparently monitor and record events and duration for lead processing that takes longer than 25 seconds so that I can ensure accountability and improve system efficiency.

Work: Implement a logging mechanism that accurately captures and stores event data and duration for any lead processing exceeding 25 seconds, generate regular reports to provide insights, and ensure this information is accessible to authorized personnel for review and system optimization.",True
143,The product shall protect the identity of the players. The product shall provide players no access to information that might reveal the identity of another player.,privacy,True,"Title: Ensuring Player Anonymity

Description: As a player, I want to enjoy the game without access to any personal information that might reveal the identity of other players so that every player's privacy is preserved and the gaming experience remains fair and secure.

Work: Implement data anonymization techniques and access restrictions to remove or obfuscate personal identifiers from player profiles and interactions, ensuring no access to confidential information about other players. Conduct thorough testing to confirm privacy is maintained and regularly audit the system for compliance with privacy standards and policies.",True
144,"The product shall be available to players who understand English, Spanish and French. The product shall allow the user to select the language upon accessing the product.",justice and equity,True,"Title: Multilingual Access for Inclusive Gaming

Description: As a global player, I want to select my preferred language (English, Spanish, or French) upon accessing the product so that the game is accessible and fair for all.

Work: Implement a language selection feature at the start of the product, ensuring that all interfaces, instructions, and content are fully translated and functional for each language option available (English, Spanish, and French). Validate that the selection process is seamless and provides equal access across the supported languages.",True
145,The system shall have high availability every day of the year. The system must be available for use between 12:00AM and 6:00PM all days of the year.,responsibility,True,"Title: Ensuring System Availability for Responsible Use

Description: As an IT Operations Manager, I want the system to have high availability every day of the year, ensuring that it is accessible between 12:00 AM and 6:00 PM so that all users can rely on its consistent performance without disruption.

Work: Monitor system uptime continuously, implement redundancy mechanisms, and perform regular maintenance checks to ensure uninterrupted service availability within the specified timeframe.",True
146,The product shall provide GUI based Monitoring Services. System Administrators shall monitor message exchanges will predict and determine problems and will also provide internal and external support.,transparency,True,"Title: Transparent Monitoring for System Administrators

Description: As a System Administrator, I want to have a GUI-based Monitoring Service that allows me to transparently and effectively monitor message exchanges, predict potential issues, and provide internal and external support so that I can ensure system reliability and maintain open communication about system performance.

Work: Develop and implement a user-friendly GUI-based monitoring interface that clearly displays real-time message exchanges and system performance metrics. Incorporate predictive analytics tools to identify and alert about potential problems. Provide detailed explanations and documentation for troubleshooting, ensuring clarity and understanding for internal and external support. Ensure that all monitoring activities and data visualizations are transparent and easily understandable to maintain system transparency and trust.",True
147,The product shall be available 99% of the time. Rationale: To avoid service interruption during busiest customer service response periods. The product shall be available 99.99% of the time for regular business days.,responsibility,True,"Title: Ensure High Availability for Continuous Service

Description: As a business operator, I want to ensure the product is available 99% of the time during peak customer service periods and 99.99% during regular business days so that our customers can consistently access services without interruption.

Work: Implement robust system monitoring and maintenance protocols, optimize infrastructure for resilience, and establish failover mechanisms to guarantee the system meets availability targets. Document and communicate these measures to stakeholders for accountability and transparency in maintaining service uptime.",True
148,The product shall information Security. The product shall enable privacy by encryption WS-Security and Integrity Checking,trust,True,"Title: Ensuring Secure and Private Communication

Description: As an end-user, I want to ensure that my data is securely encrypted and its integrity verified, so that I can trust the system with my sensitive information.

Work: Implement WS-Security, including encryption and integrity checking mechanisms, to safeguard user data and build trust with users by proving the system's capability to securely handle information.",True
149,The product shall have audit capabilities.The product shall store messages for a minimum of one year for audit and transaction tracking purposes.,transparency,True,"Title: Ensuring Transparent Audit Capabilities for Compliance

Description: As a compliance officer, I want to have the ability to audit message transactions and access stored messages for a minimum of one year so that I can ensure transparency in transaction tracking and verify adherence to compliance regulations.

Work: Implement secure storage mechanisms for messages with a minimum retention period of one year, develop accessible audit functionalities to allow compliance officers to track and review transaction history, and document the processes to ensure clear understanding and proper use of audit features.",True
150,All changes  updates  and additions to the WCS system shall be updated in the WCS Developer and WCS User Guides. Every change must be reflected in WCS system documentation,transparency,True,"Title: Comprehensive Documentation for WCS System Updates

Description: As a WCS system user, I want to ensure that all changes, updates, and additions to the WCS system are documented in the WCS Developer and WCS User Guides so that I can have a clear understanding of the system's current functionality and capabilities.

Work: Ensure that every change made to the WCS system is thoroughly documented in both the WCS Developer and WCS User Guides, providing clear and detailed explanations of the updates, additions, and modifications. Review and verify that all documentation accurately reflects the current state of the WCS system and is easily accessible to users.",True
151,The system shall display and embed in each message a date/timestamp of when the message was sent.,transparency,True,"Title: Ensure Message Transparency with Timestamp

Description: As a user, I want to see a date/timestamp embedded in each message so that I can understand when exactly a message was sent, fostering transparency in communication.

Work: Implement a system feature that automatically adds a date/timestamp to each message as it is sent, ensuring clear and accessible information about the timing of message exchanges. Test the feature to ensure accuracy and visibility across different devices and interfaces.",True
152,All network transactions that involve financial information or personally identifiable information shall be encrypted.,trust,True,"Title: Secure Encryption of Sensitive Transactions Description: As a concerned user, I want all network transactions involving financial or personally identifiable information to be encrypted so that my data remains secure and I can trust the system with my sensitive information. Work: Implement robust encryption protocol for network transactions, test thoroughly for vulnerabilities, and ensure compliance with security standards to maintain user trust in data protection.",True
153,System use shall not cause any harm to human users.,non-maleficence,True,"Title: Ensure Harm-Free System Usage

Description: As a concerned human user, I want to use the system confidently so that I am assured it will not cause me any harm.

Work: Conduct thorough testing and validation of the system to identify and mitigate any potential risks or harmful functionalities, ensuring compliance with safety standards and guidelines. Implement safeguards and continuous monitoring to prevent any harm to users.",True
154,The system should warn ECA users about the malfunction of the system.,non-maleficence,True,"Title: Malfunction Warning Alert for ECA Users

Description: As an ECA user, I want to be promptly warned about any system malfunctions so that I can avoid any potential harm and make informed decisions.

Work: Implement a real-time alert system to detect and notify users of any malfunctions, ensuring that alerts are clear and actionable.",True
155,The system shall provide multi language support.,dignity,True,"Title: Inclusive Language Support for Dignity  

Description: As a global user, I want to access and interact with the system in my native language so that my inherent worth and rights are respected and supported through dignified communication.  

Work: Implement multi-language support by integrating robust language translation tools, ensuring accuracy and cultural relevance, and conducting thorough testing to guarantee the system accommodates diverse linguistic needs without compromising user dignity.",True
